Actual Date,Ghetto Date,Price - Close - Monthly,Trading Volume - Monthly,Twitter Publication Count,Twitter Positive Sentiment Count,Twitter Negative Sentiment Count,News Publication Count,News Positive Sentiment Count,News Negative Sentiment Count,SI,SI Ratio,IV Midpoint
2/26/2016,2/29/2016,36.243,9713190,12484,196,-739,5113,0,-7,72300600,1.744613821,
3/4/2016,1/0/1900,36.511,11516760,13394,489,-424,5800,3,0,73772600,1.730398779,
3/11/2016,3/15/2016,37.243,11685311,14275,181,-184,6107,8,-4,75244600,1.716183736,
3/18/2016,1/0/1900,37.771,9624338,15958,453,-1222,5807,2,-4,72874780,1.902019009,
3/25/2016,3/31/2016,37.742,5309129,9939,171,-146,3546,0,-3,70504960,2.087854281,
4/1/2016,1/0/1900,38.484,8300329,11968,494,-195,4198,1,-7,71745480,1.995352756,
4/8/2016,1/0/1900,37.973,6278146,10278,341,-393,3740,2,-3,71745480,1.995352756,
4/15/2016,4/15/2016,39,7630630,14328,551,-342,4807,3,-5,66783400,2.365358855,
4/22/2016,1/0/1900,36.889,16405674,28988,1459,-6059,8226,10,-16,65272800,1.694036029,
4/29/2016,4/29/2016,35.394,14590704,13244,1144,-1193,4926,5,-11,63762200,1.022713202,
5/6/2016,1/0/1900,36.259,8788768,16678,531,-571,5188,0,-3,66189410,1.554885551,
5/13/2016,5/13/2016,36.242,7629123,42231,2432,-1104,5269,2,-8,68616620,2.0870579,
5/20/2016,1/0/1900,36.085,7670015,79791,1281,-3231,9804,1,-2,64456670,1.981944967,
5/27/2016,5/31/2016,37.38,7845336,56122,1475,-1190,7090,3,-9,60296720,1.876832034,
6/3/2016,1/0/1900,36.793,6088240,20201,527,-760,3526,4,-2,54792620,1.881830142,
6/10/2016,6/15/2016,36.66,6732991,30131,630,-2711,4773,1,-2,49288520,1.886828249,
6/17/2016,1/0/1900,35.213,10011635,23048,247,-2297,3645,3,-2,49689160,1.441826443,
6/24/2016,6/30/2016,34.26,12116143,24947,937,-533,3753,3,-5,50089800,0.996824636,
7/1/2016,1/0/1900,35.513,10633735,37222,1322,-1936,6147,6,-9,51102966.67,0.746140301,
7/8/2016,1/0/1900,35.889,5416418,21855,516,-1131,3108,2,-3,51102966.67,0.746140301,
7/15/2016,7/15/2016,36.782,6466769,30009,569,-1187,5344,2,-9,47050300,1.74887764,
7/22/2016,1/0/1900,37.964,6572251,22722,372,-780,3260,3,-2,46133210,1.462700471,
7/29/2016,7/29/2016,39.567,12512422,30621,3832,-694,5774,20,-9,45216120,1.176523302,
8/5/2016,1/0/1900,40.347,9361751,20446,710,-316,4124,4,-3,47668710,1.437629522,
8/12/2016,8/15/2016,40.353,5923685,31005,1069,-2847,4638,0,-11,50121300,1.698735742,
8/19/2016,1/0/1900,39.982,5036577,32756,718,-1459,4327,0,-3,49116320,1.992218023,
8/26/2016,8/31/2016,39.661,5503217,23220,473,-789,3923,0,0,48111340,2.285700305,
9/2/2016,1/0/1900,39.843,5685277,28514,1032,-635,4472,3,-1,51006470,2.01746835,
9/9/2016,9/15/2016,39.424,6193698,23632,1733,-433,3295,4,-3,53901600,1.749236395,
9/16/2016,1/0/1900,39.898,8675917,28051,1160,-794,4217,1,-2,52908853.33,1.687633065,
9/23/2016,1/0/1900,40.748,6712149,38336,535,-1820,5550,2,-5,52908853.33,1.687633065,
9/30/2016,9/30/2016,40.203,7240271,42314,1616,-1183,5656,2,-7,56879840,1.934046385,
10/7/2016,1/0/1900,40.035,6215962,88182,1151,-3224,10395,3,-9,56228120,2.049430116,
10/14/2016,10/14/2016,40.23,6589747,27692,740,-870,7139,1,-5,55576400,2.164813848,
10/21/2016,1/0/1900,41.203,7838949,32317,578,-249,4094,6,0,56754080,1.788626195,
10/28/2016,10/31/2016,40.978,12415980,33181,2768,-841,5687,20,-11,57931760,1.412438541,
11/4/2016,1/0/1900,39.055,11019465,32149,2027,-1650,4578,3,-6,58809000,1.22159464,
11/11/2016,11/15/2016,38.588,16331449,23339,348,-356,4122,1,-4,59686240,1.030750739,
11/18/2016,1/0/1900,38.799,11749872,49241,561,-766,6444,2,-1,57968530,1.367332647,
11/25/2016,11/30/2016,39.012,4944619,16083,269,-134,2605,0,-1,56250820,1.703914554,
12/2/2016,1/0/1900,38.223,10963545,27879,1152,-891,4118,4,-2,59002860,1.665253718,
12/9/2016,12/15/2016,40.472,8957123,58928,672,-303,4590,4,-2,61754900,1.626592881,
12/16/2016,1/0/1900,40.492,9896014,41024,333,-178,6777,1,-1,64095533.33,1.491871549,
12/23/2016,1/0/1900,40.39,5888239,27279,238,-4062,4321,0,-5,64095533.33,1.491871549,
12/30/2016,12/30/2016,39.623,4969504,13001,357,-203,1907,0,0,54733000,2.030756878,
1/6/2017,1/0/1900,41.261,6827349,17989,295,-1668,2904,116,-17,56536490,1.994655164,
1/13/2017,1/13/2017,41.547,6568774,20526,395,-326,4313,73,-23,58339980,1.95855345,
1/20/2017,1/0/1900,41.409,4840277,16662,212,-544,3523,66,-33,59720000,1.696190967,
1/27/2017,1/31/2017,42.251,13005078,32255,1148,-1689,5087,238,-67,61100020,1.433828485,
2/3/2017,1/0/1900,41.007,10994216,37682,2676,-1469,4508,35,-17,62160900,1.776131925,
2/10/2017,2/15/2017,41.743,6925758,29727,281,-847,5203,7,-15,63221780,2.118435364,
2/17/2017,1/0/1900,42.327,6477860,24977,275,-477,4492,3,-52,61517030,2.246109624,
2/24/2017,2/28/2017,42.39,5217237,16383,220,-342,3941,10,-79,59812280,2.373783884,
3/3/2017,1/0/1900,42.454,6462679,23574,204,-658,4211,4,-78,60956410,2.457727322,
3/10/2017,3/15/2017,43.07,5792990,31919,426,-1319,5132,10,-62,62100540,2.541670759,
3/17/2017,1/0/1900,43.618,6513156,26034,586,-881,5113,24,-40,62515853.33,2.812498223,
3/24/2017,1/0/1900,41.757,10809230,35173,271,-881,6047,12,-131,62515853.33,2.812498223,
