Date,AMZN,amazon stock,AAPL,apple stock,META,facebook stock,GOOGL,google stock,MSFT,microsoft stock,NFLX,netflix stock
2015-12-20,4.3999999999999995,16.615384615384613,5.27536231884058,4.347826086956522,61.10588235294117,5.890909090909091,58.28993055555556,5.444444444444444,2.2857142857142856,8.0,5.0,6.0
2015-12-21,17.599999999999998,19.384615384615383,21.980676328502415,15.65217391304348,72.01764705882353,11.781818181818181,59.765625,11.666666666666664,16.0,24.0,21.666666666666668,18.0
2015-12-22,20.53333333333333,24.923076923076923,22.859903381642514,13.043478260869566,72.01764705882353,12.763636363636364,59.765625,11.666666666666664,24.0,20.0,21.666666666666668,18.0
2015-12-23,19.066666666666666,22.153846153846153,18.46376811594203,13.043478260869566,72.01764705882353,19.636363636363637,59.765625,10.888888888888888,19.428571428571427,20.0,16.666666666666668,18.0
2015-12-24,14.666666666666666,24.923076923076923,15.82608695652174,11.304347826086957,88.38529411764705,22.581818181818182,59.765625,10.888888888888888,13.714285714285714,18.0,13.333333333333334,13.5
2015-12-25,8.799999999999999,16.615384615384613,6.154589371980676,7.82608695652174,60.014705882352935,17.672727272727272,61.979166666666664,6.999999999999999,6.857142857142857,18.0,5.0,7.5
2015-12-26,4.3999999999999995,18.0,4.396135265700483,5.217391304347826,60.014705882352935,12.763636363636364,63.45486111111111,6.222222222222221,11.428571428571427,26.0,8.333333333333334,7.5
2015-12-27,7.333333333333333,15.23076923076923,4.396135265700483,6.086956521739131,63.28823529411764,41.236363636363635,59.02777777777778,6.999999999999999,4.571428571428571,10.0,1.6666666666666667,7.5
2015-12-28,23.466666666666665,24.923076923076923,18.46376811594203,8.695652173913045,69.83529411764705,32.4,54.60069444444444,10.11111111111111,20.57142857142857,16.0,18.333333333333336,16.5
2015-12-29,29.333333333333332,31.846153846153847,20.22222222222222,13.913043478260871,75.29117647058823,12.763636363636364,58.28993055555556,12.444444444444443,22.857142857142854,20.0,21.666666666666668,15.0
2015-12-30,33.733333333333334,24.923076923076923,17.584541062801932,13.043478260869566,72.01764705882353,11.781818181818181,56.076388888888886,11.666666666666664,19.428571428571427,20.0,25.0,18.0
2015-12-31,24.93333333333333,29.076923076923077,21.10144927536232,9.56521739130435,84.02058823529411,10.8,62.717013888888886,9.333333333333332,16.0,20.0,18.333333333333336,18.0
2016-01-01,10.266666666666666,19.384615384615383,7.033816425120773,6.9565217391304355,61.10588235294117,5.890909090909091,56.81423611111111,6.999999999999999,4.571428571428571,18.0,3.3333333333333335,9.0
2016-01-02,7.333333333333333,13.420118343195265,5.024154589371981,6.9565217391304355,63.14274509803921,5.890909090909091,56.066680372807014,6.222222222222221,11.428571428571427,10.0,3.3333333333333335,10.799999999999999
2016-01-03,7.333333333333333,13.420118343195265,5.024154589371981,4.9689440993788825,60.08745098039215,5.049350649350649,51.58134594298245,5.444444444444444,5.7142857142857135,16.0,3.3333333333333335,5.3999999999999995
2016-01-04,41.06666666666666,32.80473372781065,31.14975845410628,16.8944099378882,77.40078431372548,11.781818181818181,59.80445906432748,13.222222222222221,34.285714285714285,20.0,40.0,26.999999999999996
2016-01-05,39.599999999999994,34.29585798816568,35.169082125603865,19.87577639751553,78.4192156862745,10.940259740259739,57.5617918494152,11.666666666666664,30.857142857142854,36.0,33.333333333333336,30.599999999999998
2016-01-06,35.199999999999996,31.313609467455617,44.21256038647343,22.85714285714286,77.40078431372548,11.781818181818181,59.05690332602339,13.222222222222221,24.0,32.0,53.333333333333336,68.39999999999999
2016-01-07,39.599999999999994,41.751479289940825,54.26086956521739,30.807453416149073,84.52980392156861,15.148051948051947,59.80445906432748,15.555555555555554,36.57142857142857,36.0,65.0,80.99999999999999
2016-01-08,32.266666666666666,28.33136094674556,49.23671497584541,32.79503105590062,76.38235294117646,13.464935064935064,59.80445906432748,14.777777777777775,36.57142857142857,34.0,38.333333333333336,43.199999999999996
2016-01-09,11.733333333333333,20.875739644970412,9.043478260869566,14.906832298136647,64.16117647058823,9.257142857142856,52.328901681286546,8.555555555555554,10.285714285714285,16.0,11.666666666666668,23.4
2016-01-10,4.3999999999999995,11.928994082840235,6.028985507246377,8.944099378881988,61.10588235294117,5.049350649350649,56.066680372807014,5.444444444444444,8.0,10.0,6.666666666666667,10.799999999999999
2016-01-11,27.866666666666664,28.33136094674556,36.173913043478265,19.87577639751553,74.34549019607843,10.098701298701299,60.552014802631575,12.444444444444443,21.71428571428571,30.0,23.333333333333336,32.4
2016-01-12,30.799999999999997,23.85798816568047,38.18357487922705,20.869565217391305,79.43764705882352,10.940259740259739,64.28979349415204,11.666666666666664,24.0,34.0,30.0,21.599999999999998
2016-01-13,33.733333333333334,35.78698224852071,35.169082125603865,21.863354037267083,77.40078431372548,12.623376623376622,59.05690332602339,16.333333333333332,35.42857142857142,36.0,35.0,39.599999999999994
2016-01-14,42.53333333333333,32.80473372781065,31.14975845410628,18.881987577639755,93.6956862745098,14.306493506493506,61.29957054093567,13.222222222222221,29.71428571428571,26.0,40.0,39.599999999999994
2016-01-15,42.53333333333333,37.27810650887574,38.18357487922705,23.850931677018636,76.38235294117646,12.623376623376622,62.04712627923976,14.777777777777775,34.285714285714285,30.0,41.66666666666667,39.599999999999994
2016-01-16,10.266666666666666,17.893491124260354,9.043478260869566,11.925465838509318,60.08745098039215,7.574025974025973,54.571568896198826,7.777777777777777,16.0,16.0,5.0,21.599999999999998
2016-01-17,5.866666666666666,14.911242603550294,5.024154589371981,8.944099378881988,61.10588235294117,6.732467532467532,51.58134594298245,6.222222222222221,9.142857142857142,14.0,6.666666666666667,18.0
2016-01-18,13.2,19.384615384615383,13.062801932367151,10.931677018633541,80.45607843137255,7.574025974025973,59.80445906432748,11.666666666666664,12.571428571428571,12.0,11.666666666666668,21.599999999999998
2016-01-19,29.333333333333332,29.822485207100588,29.14009661835749,15.900621118012424,75.36392156862745,10.098701298701299,59.05690332602339,12.444444444444443,26.285714285714285,28.0,93.33333333333334,62.99999999999999
2016-01-20,39.599999999999994,38.76923076923077,38.18357487922705,24.84472049689441,80.45607843137255,14.306493506493506,61.29957054093567,15.555555555555554,35.42857142857142,32.0,101.66666666666667,82.8
2016-01-21,35.199999999999996,32.80473372781065,34.16425120772947,21.863354037267083,95.73254901960783,13.464935064935064,59.80445906432748,13.999999999999998,33.14285714285714,38.0,58.333333333333336,46.8
2016-01-22,30.799999999999997,31.313609467455617,39.18840579710145,23.850931677018636,82.49294117647058,10.098701298701299,61.29957054093567,13.999999999999998,28.57142857142857,34.0,45.0,46.8
2016-01-23,10.266666666666666,14.911242603550294,10.048309178743962,8.944099378881988,72.30862745098038,6.732467532467532,51.58134594298245,7.777777777777777,8.0,14.0,13.333333333333334,14.399999999999999
2016-01-24,4.3999999999999995,11.928994082840235,7.033816425120773,6.9565217391304355,63.14274509803921,5.890909090909091,56.066680372807014,4.666666666666666,5.7142857142857135,12.0,8.333333333333334,10.799999999999999
2016-01-25,29.333333333333332,28.33136094674556,34.16425120772947,19.87577639751553,79.43764705882352,10.098701298701299,62.04712627923976,11.666666666666664,24.0,22.0,28.333333333333336,30.599999999999998
2016-01-26,27.866666666666664,25.3491124260355,82.39613526570048,31.801242236024848,87.58509803921568,10.940259740259739,58.309347587719294,13.999999999999998,26.285714285714285,38.0,38.333333333333336,28.799999999999997
2016-01-27,39.599999999999994,25.3491124260355,91.43961352657006,37.76397515527951,87.58509803921568,20.197402597402597,61.29957054093567,15.555555555555554,32.0,28.0,43.333333333333336,36.0
2016-01-28,142.26666666666665,65.6094674556213,51.2463768115942,24.84472049689441,83.5113725490196,30.296103896103894,65.03734923245614,15.555555555555554,81.14285714285714,38.0,56.66666666666667,43.199999999999996
2016-01-29,146.66666666666666,89.46745562130177,41.19806763285024,23.850931677018636,81.47450980392156,22.722077922077922,64.28979349415204,17.111111111111107,85.71428571428571,60.0,40.0,44.99999999999999
2016-01-30,23.466666666666665,28.33136094674556,12.057971014492754,9.937888198757765,62.12431372549019,8.415584415584416,58.309347587719294,7.777777777777777,22.857142857142854,18.0,15.0,19.799999999999997
2016-01-31,11.733333333333333,14.911242603550294,7.033816425120773,6.9565217391304355,65.17960784313725,5.890909090909091,54.571568896198826,6.999999999999999,10.285714285714285,14.0,6.666666666666667,10.799999999999999
2016-02-01,35.199999999999996,29.822485207100588,30.144927536231883,17.888198757763977,77.40078431372548,15.98961038961039,65.03734923245614,16.333333333333332,26.285714285714285,28.0,36.66666666666667,30.599999999999998
2016-02-02,38.13333333333333,34.29585798816568,34.16425120772947,19.87577639751553,80.45607843137255,15.98961038961039,74.75557383040935,22.555555555555554,37.714285714285715,32.0,31.666666666666668,32.4
2016-02-03,44.0,38.76923076923077,32.15458937198068,17.888198757763977,81.47450980392156,15.98961038961039,63.54223775584795,18.666666666666664,29.71428571428571,30.0,40.0,30.599999999999998
2016-02-04,33.733333333333334,38.76923076923077,31.14975845410628,18.881987577639755,88.6035294117647,16.83116883116883,63.54223775584795,18.666666666666664,29.71428571428571,34.0,38.333333333333336,28.799999999999997
2016-02-05,42.53333333333333,43.242603550295854,29.14009661835749,16.8944099378882,74.34549019607843,17.672727272727272,62.794682017543856,17.111111111111107,35.42857142857142,32.0,46.66666666666667,43.199999999999996
2016-02-06,16.133333333333333,16.402366863905325,8.03864734299517,8.944099378881988,63.14274509803921,7.574025974025973,59.80445906432748,10.11111111111111,12.571428571428571,18.0,13.333333333333334,18.0
2016-02-07,8.799999999999999,14.911242603550294,5.024154589371981,4.9689440993788825,63.14274509803921,5.890909090909091,53.82401315789473,6.222222222222221,6.857142857142857,10.0,5.0,14.399999999999999
2016-02-08,48.4,31.313609467455617,30.144927536231883,17.888198757763977,79.43764705882352,14.306493506493506,64.28979349415204,16.333333333333332,33.14285714285714,34.0,41.66666666666667,39.599999999999994
2016-02-09,42.53333333333333,34.29585798816568,31.14975845410628,17.888198757763977,81.47450980392156,15.148051948051947,63.54223775584795,15.555555555555554,30.857142857142854,32.0,40.0,32.4
2016-02-10,36.666666666666664,34.29585798816568,26.125603864734302,16.8944099378882,92.67725490196078,13.464935064935064,60.552014802631575,13.999999999999998,35.42857142857142,26.0,30.0,37.8
2016-02-11,46.93333333333333,29.822485207100588,27.130434782608695,17.888198757763977,96.75098039215685,13.464935064935064,62.794682017543856,17.111111111111107,30.857142857142854,40.0,43.333333333333336,32.4
2016-02-12,36.666666666666664,26.84023668639053,27.130434782608695,14.906832298136647,85.54823529411763,15.148051948051947,60.552014802631575,12.444444444444443,28.57142857142857,18.0,26.666666666666668,30.599999999999998
2016-02-13,10.266666666666666,11.928994082840235,8.03864734299517,6.9565217391304355,72.30862745098038,6.732467532467532,53.07645741959064,7.777777777777777,10.285714285714285,18.0,6.666666666666667,12.599999999999998
2016-02-14,5.866666666666666,11.928994082840235,4.019323671497585,5.962732919254659,90.64039215686273,5.049350649350649,54.571568896198826,5.444444444444444,8.0,14.0,1.6666666666666667,7.199999999999999
2016-02-15,11.733333333333333,19.384615384615383,13.062801932367151,7.950310559006212,88.6035294117647,8.415584415584416,58.309347587719294,9.333333333333332,13.714285714285714,14.0,5.0,10.799999999999999
2016-02-16,24.93333333333333,23.85798816568047,27.130434782608695,13.913043478260871,83.5113725490196,10.098701298701299,63.54223775584795,11.666666666666664,21.71428571428571,24.0,26.666666666666668,25.199999999999996
2016-02-17,29.333333333333332,31.313609467455617,31.14975845410628,16.8944099378882,92.67725490196078,11.781818181818181,60.552014802631575,14.777777777777775,26.285714285714285,30.0,31.666666666666668,28.799999999999997
2016-02-18,30.799999999999997,23.85798816568047,27.130434782608695,17.888198757763977,101.84313725490195,10.940259740259739,60.552014802631575,13.222222222222221,25.142857142857142,30.0,26.666666666666668,23.4
2016-02-19,23.466666666666665,26.84023668639053,23.11111111111111,16.8944099378882,85.54823529411763,10.098701298701299,61.29957054093567,11.666666666666664,22.857142857142854,26.0,20.0,28.799999999999997
2016-02-20,7.333333333333333,14.911242603550294,7.033816425120773,6.9565217391304355,61.10588235294117,5.890909090909091,56.81423611111111,5.444444444444444,5.7142857142857135,12.0,3.3333333333333335,12.599999999999998
2016-02-21,4.3999999999999995,11.928994082840235,3.0144927536231885,5.962732919254659,76.38235294117646,5.049350649350649,55.31912463450292,6.222222222222221,8.0,12.0,1.6666666666666667,9.0
2016-02-22,30.799999999999997,23.85798816568047,27.130434782608695,15.900621118012424,84.52980392156861,10.940259740259739,62.794682017543856,13.222222222222221,26.285714285714285,20.0,26.666666666666668,19.799999999999997
2016-02-23,27.866666666666664,28.33136094674556,24.115942028985508,15.900621118012424,89.62196078431371,12.623376623376622,60.552014802631575,11.666666666666664,24.0,18.0,21.666666666666668,23.4
2016-02-24,26.4,26.84023668639053,24.115942028985508,15.900621118012424,86.56666666666666,11.781818181818181,61.29957054093567,12.444444444444443,24.0,34.0,21.666666666666668,23.4
2016-02-25,24.93333333333333,22.36686390532544,26.125603864734302,15.900621118012424,91.65882352941175,10.940259740259739,62.794682017543856,12.444444444444443,24.0,24.0,21.666666666666668,25.199999999999996
2016-02-26,20.53333333333333,28.33136094674556,25.120772946859905,15.900621118012424,80.45607843137255,11.781818181818181,62.794682017543856,13.999999999999998,22.857142857142854,28.0,23.333333333333336,25.199999999999996
2016-02-27,7.333333333333333,11.928994082840235,7.033816425120773,5.962732919254659,65.17960784313725,5.890909090909091,53.82401315789473,6.999999999999999,3.4285714285714284,10.0,6.666666666666667,7.199999999999999
2016-02-28,5.866666666666666,13.420118343195265,4.019323671497585,5.962732919254659,71.29019607843136,5.049350649350649,52.328901681286546,5.444444444444444,8.0,14.0,3.3333333333333335,7.199999999999999
2016-02-29,24.93333333333333,25.3491124260355,22.106280193236714,11.925465838509318,85.54823529411763,10.098701298701299,63.54223775584795,12.444444444444443,25.142857142857142,24.0,23.333333333333336,18.0
2016-03-01,29.333333333333332,22.36686390532544,29.14009661835749,15.900621118012424,83.5113725490196,11.781818181818181,61.29957054093567,12.444444444444443,32.0,36.0,28.333333333333336,26.999999999999996
2016-03-02,29.333333333333332,26.84023668639053,27.130434782608695,16.8944099378882,83.5113725490196,10.940259740259739,59.80445906432748,12.444444444444443,26.285714285714285,26.0,33.333333333333336,25.199999999999996
2016-03-03,29.333333333333332,25.3491124260355,28.135265700483092,16.8944099378882,94.71411764705881,10.940259740259739,64.28979349415204,12.444444444444443,26.285714285714285,28.0,25.0,18.0
2016-03-04,24.93333333333333,20.875739644970412,26.125603864734302,16.8944099378882,78.4192156862745,10.098701298701299,62.794682017543856,11.666666666666664,22.857142857142854,26.0,26.666666666666668,32.4
2016-03-05,5.866666666666666,11.928994082840235,7.033816425120773,6.9565217391304355,69.25333333333333,5.890909090909091,54.571568896198826,6.222222222222221,13.714285714285714,12.0,3.3333333333333335,10.799999999999999
2016-03-06,2.933333333333333,13.420118343195265,5.024154589371981,4.9689440993788825,68.23490196078431,4.207792207792208,58.309347587719294,5.444444444444444,4.571428571428571,10.0,6.666666666666667,9.0
2016-03-07,24.93333333333333,20.875739644970412,26.125603864734302,14.906832298136647,81.47450980392156,10.098701298701299,62.04712627923976,13.222222222222221,17.142857142857142,26.0,30.0,30.599999999999998
2016-03-08,23.466666666666665,22.36686390532544,24.115942028985508,14.906832298136647,78.4192156862745,11.781818181818181,62.794682017543856,13.222222222222221,22.857142857142854,26.0,33.333333333333336,26.999999999999996
2016-03-09,24.93333333333333,23.85798816568047,23.11111111111111,12.919254658385094,77.40078431372548,9.257142857142856,63.54223775584795,13.999999999999998,26.285714285714285,34.0,26.666666666666668,21.599999999999998
2016-03-10,22.0,26.84023668639053,21.10144927536232,12.919254658385094,94.71411764705881,8.415584415584416,61.29957054093567,10.888888888888888,22.857142857142854,28.0,21.666666666666668,21.599999999999998
2016-03-11,20.53333333333333,20.875739644970412,22.106280193236714,13.913043478260871,81.47450980392156,10.940259740259739,56.81423611111111,10.888888888888888,25.142857142857142,28.0,16.666666666666668,23.4
2016-03-12,5.866666666666666,14.911242603550294,6.028985507246377,4.9689440993788825,61.10588235294117,6.732467532467532,55.31912463450292,5.444444444444444,8.0,8.0,5.0,7.199999999999999
2016-03-13,2.933333333333333,10.437869822485206,3.0144927536231885,4.9689440993788825,60.08745098039215,4.207792207792208,55.31912463450292,6.222222222222221,3.4285714285714284,14.0,5.0,5.3999999999999995
2016-03-14,20.53333333333333,19.384615384615383,21.10144927536232,11.925465838509318,83.5113725490196,9.257142857142856,59.05690332602339,10.11111111111111,20.57142857142857,20.0,26.666666666666668,19.799999999999997
2016-03-15,23.466666666666665,22.36686390532544,28.135265700483092,12.919254658385094,83.5113725490196,9.257142857142856,59.80445906432748,11.666666666666664,22.857142857142854,28.0,21.666666666666668,18.0
2016-03-16,22.0,17.893491124260354,26.125603864734302,14.906832298136647,82.49294117647058,11.781818181818181,61.29957054093567,13.222222222222221,20.57142857142857,24.0,21.666666666666668,18.0
2016-03-17,24.93333333333333,26.84023668639053,25.120772946859905,15.900621118012424,87.58509803921568,11.781818181818181,60.552014802631575,12.444444444444443,28.57142857142857,28.0,25.0,18.0
2016-03-18,26.4,25.3491124260355,26.125603864734302,12.919254658385094,74.34549019607843,11.781818181818181,59.80445906432748,12.444444444444443,22.857142857142854,32.0,26.666666666666668,19.799999999999997
2016-03-19,8.799999999999999,11.928994082840235,5.024154589371981,5.962732919254659,62.12431372549019,6.732467532467532,53.07645741959064,6.222222222222221,10.285714285714285,10.0,1.6666666666666667,10.799999999999999
2016-03-20,5.866666666666666,10.437869822485206,5.024154589371981,4.9689440993788825,61.10588235294117,4.207792207792208,55.31912463450292,4.666666666666666,4.571428571428571,8.0,5.0,9.0
2016-03-21,23.466666666666665,23.85798816568047,43.207729468599034,23.850931677018636,78.4192156862745,11.781818181818181,59.05690332602339,13.999999999999998,24.0,26.0,21.666666666666668,19.799999999999997
2016-03-22,23.466666666666665,17.893491124260354,33.15942028985507,19.87577639751553,77.40078431372548,10.940259740259739,58.309347587719294,16.333333333333332,28.57142857142857,24.0,18.333333333333336,18.0
2016-03-23,26.4,22.36686390532544,27.130434782608695,13.913043478260871,85.54823529411763,9.257142857142856,60.552014802631575,13.999999999999998,26.285714285714285,22.0,20.0,19.799999999999997
2016-03-24,22.0,20.875739644970412,25.120772946859905,13.913043478260871,83.5113725490196,8.415584415584416,56.81423611111111,11.666666666666664,19.428571428571427,18.0,16.666666666666668,18.0
2016-03-25,16.133333333333333,16.402366863905325,13.062801932367151,8.944099378881988,77.40078431372548,8.415584415584416,59.80445906432748,7.777777777777777,14.857142857142856,18.0,8.333333333333334,16.2
2016-03-26,7.333333333333333,8.946745562130177,6.028985507246377,4.9689440993788825,59.06901960784313,5.890909090909091,53.82401315789473,6.222222222222221,4.571428571428571,14.0,1.6666666666666667,7.199999999999999
2016-03-27,5.866666666666666,8.946745562130177,3.0144927536231885,4.9689440993788825,68.23490196078431,5.049350649350649,52.328901681286546,6.999999999999999,4.571428571428571,14.0,3.3333333333333335,5.3999999999999995
2016-03-28,20.53333333333333,19.384615384615383,21.10144927536232,11.925465838509318,85.54823529411763,11.781818181818181,58.309347587719294,10.11111111111111,24.0,20.0,18.333333333333336,23.4
2016-03-29,20.53333333333333,22.36686390532544,28.135265700483092,14.906832298136647,80.45607843137255,10.098701298701299,57.5617918494152,12.444444444444443,24.0,24.0,25.0,21.599999999999998
2016-03-30,24.93333333333333,20.875739644970412,32.15458937198068,16.8944099378882,83.5113725490196,10.940259740259739,58.309347587719294,10.888888888888888,33.14285714285714,22.0,25.0,21.599999999999998
2016-03-31,26.4,23.85798816568047,29.14009661835749,14.906832298136647,93.6956862745098,11.781818181818181,56.81423611111111,11.666666666666664,34.285714285714285,22.0,21.666666666666668,19.799999999999997
2016-04-01,22.0,20.875739644970412,24.115942028985508,15.900621118012424,82.49294117647058,10.098701298701299,56.066680372807014,13.222222222222221,24.0,22.0,26.666666666666668,19.799999999999997
2016-04-02,4.3999999999999995,11.928994082840235,7.033816425120773,6.9565217391304355,66.19803921568626,5.890909090909091,54.571568896198826,6.222222222222221,6.857142857142857,14.0,6.666666666666667,5.3999999999999995
2016-04-03,4.3999999999999995,7.455621301775147,4.019323671497585,4.9689440993788825,70.27176470588235,4.207792207792208,56.066680372807014,5.444444444444444,8.0,8.0,0.0,7.199999999999999
2016-04-04,20.53333333333333,20.875739644970412,27.130434782608695,13.913043478260871,87.58509803921568,12.623376623376622,56.81423611111111,11.666666666666664,24.0,22.0,16.666666666666668,16.2
2016-04-05,19.066666666666666,22.36686390532544,27.130434782608695,14.906832298136647,85.54823529411763,11.781818181818181,60.552014802631575,12.444444444444443,25.142857142857142,28.0,18.333333333333336,14.399999999999999
2016-04-06,26.4,22.36686390532544,26.125603864734302,13.913043478260871,81.47450980392156,10.098701298701299,62.794682017543856,13.222222222222221,20.57142857142857,12.0,18.333333333333336,25.199999999999996
2016-04-07,23.466666666666665,22.36686390532544,23.11111111111111,14.906832298136647,90.64039215686273,12.623376623376622,59.05690332602339,11.666666666666664,20.57142857142857,24.0,16.666666666666668,18.0
2016-04-08,23.466666666666665,19.384615384615383,22.106280193236714,11.925465838509318,84.52980392156861,10.940259740259739,54.571568896198826,11.666666666666664,21.71428571428571,22.0,26.666666666666668,21.599999999999998
2016-04-09,2.933333333333333,13.420118343195265,5.024154589371981,4.9689440993788825,65.17960784313725,5.049350649350649,53.82401315789473,6.222222222222221,4.571428571428571,14.0,3.3333333333333335,7.199999999999999
2016-04-10,4.3999999999999995,8.946745562130177,4.019323671497585,3.975155279503106,64.16117647058823,5.049350649350649,50.83379020467836,4.666666666666666,13.714285714285714,12.0,1.6666666666666667,9.0
2016-04-11,23.466666666666665,22.36686390532544,25.120772946859905,13.913043478260871,81.47450980392156,10.940259740259739,61.29957054093567,10.888888888888888,24.0,32.0,23.333333333333336,18.0
2016-04-12,16.133333333333333,19.384615384615383,23.11111111111111,13.913043478260871,82.49294117647058,10.940259740259739,56.81423611111111,11.666666666666664,20.57142857142857,16.0,20.0,19.799999999999997
2016-04-13,22.0,23.85798816568047,27.130434782608695,16.8944099378882,84.52980392156861,14.306493506493506,60.552014802631575,12.444444444444443,19.428571428571427,22.0,26.666666666666668,23.4
2016-04-14,26.4,26.84023668639053,24.115942028985508,14.906832298136647,96.75098039215685,10.940259740259739,59.05690332602339,12.444444444444443,24.0,24.0,28.333333333333336,28.799999999999997
2016-04-15,22.0,23.85798816568047,24.115942028985508,13.913043478260871,80.45607843137255,10.098701298701299,59.05690332602339,10.888888888888888,22.857142857142854,22.0,23.333333333333336,19.799999999999997
2016-04-16,8.799999999999999,10.437869822485206,7.033816425120773,5.962732919254659,71.29019607843136,6.732467532467532,55.31912463450292,5.444444444444444,4.571428571428571,14.0,6.666666666666667,9.0
2016-04-17,4.3999999999999995,10.437869822485206,4.019323671497585,3.975155279503106,66.19803921568626,4.207792207792208,47.09601151315789,5.444444444444444,4.571428571428571,8.0,5.0,5.3999999999999995
2016-04-18,26.4,19.384615384615383,23.11111111111111,12.919254658385094,88.6035294117647,8.415584415584416,59.80445906432748,10.11111111111111,28.57142857142857,22.0,106.66666666666667,52.199999999999996
2016-04-19,38.13333333333333,23.85798816568047,25.120772946859905,14.906832298136647,82.49294117647058,11.781818181818181,56.81423611111111,13.222222222222221,29.71428571428571,26.0,116.66666666666667,86.39999999999999
2016-04-20,26.4,26.84023668639053,24.115942028985508,14.906832298136647,90.64039215686273,10.940259740259739,57.5617918494152,12.444444444444443,33.14285714285714,34.0,60.0,50.39999999999999
2016-04-21,27.866666666666664,26.84023668639053,23.11111111111111,14.906832298136647,92.67725490196078,10.098701298701299,61.29957054093567,15.555555555555554,75.42857142857143,34.0,55.0,36.0
2016-04-22,24.93333333333333,25.3491124260355,23.11111111111111,13.913043478260871,78.4192156862745,11.781818181818181,65.03734923245614,17.111111111111107,98.28571428571428,68.0,26.666666666666668,30.599999999999998
2016-04-23,10.266666666666666,8.946745562130177,6.028985507246377,5.962732919254659,63.14274509803921,5.890909090909091,56.81423611111111,6.999999999999999,22.857142857142854,26.0,6.666666666666667,7.199999999999999
2016-04-24,5.866666666666666,10.437869822485206,4.019323671497585,4.9689440993788825,64.16117647058823,4.207792207792208,54.571568896198826,4.666666666666666,13.714285714285714,16.0,3.3333333333333335,5.3999999999999995
2016-04-25,26.4,23.85798816568047,26.125603864734302,12.919254658385094,85.54823529411763,9.257142857142856,59.80445906432748,12.444444444444443,37.714285714285715,26.0,21.666666666666668,18.0
2016-04-26,26.4,22.36686390532544,77.3719806763285,31.801242236024848,84.52980392156861,11.781818181818181,59.05690332602339,12.444444444444443,40.0,30.0,26.666666666666668,21.599999999999998
2016-04-27,30.799999999999997,28.33136094674556,100.48309178743962,55.652173913043484,94.71411764705881,23.563636363636363,61.29957054093567,15.555555555555554,40.0,34.0,33.333333333333336,28.799999999999997
2016-04-28,112.93333333333332,64.11834319526626,54.26086956521739,37.76397515527951,95.73254901960783,36.187012987012984,59.80445906432748,14.777777777777775,33.14285714285714,40.0,31.666666666666668,25.199999999999996
2016-04-29,120.26666666666665,82.01183431952661,48.231884057971016,34.78260869565218,81.47450980392156,21.038961038961038,60.552014802631575,13.999999999999998,34.285714285714285,26.0,33.333333333333336,25.199999999999996
2016-04-30,14.666666666666666,25.3491124260355,11.053140096618357,10.931677018633541,68.23490196078431,8.415584415584416,52.328901681286546,5.444444444444444,12.571428571428571,16.0,6.666666666666667,5.3999999999999995
2016-05-01,8.799999999999999,17.893491124260354,8.03864734299517,7.950310559006212,73.3270588235294,5.890909090909091,54.571568896198826,6.222222222222221,10.285714285714285,10.0,5.0,9.0
2016-05-02,46.93333333333333,37.27810650887574,38.18357487922705,24.84472049689441,79.43764705882352,13.464935064935064,60.552014802631575,13.222222222222221,24.0,36.0,28.333333333333336,21.599999999999998
2016-05-03,41.06666666666666,35.78698224852071,43.207729468599034,26.832298136645967,85.54823529411763,12.623376623376622,57.5617918494152,12.444444444444443,35.42857142857142,32.0,30.0,28.799999999999997
2016-05-04,38.13333333333333,31.313609467455617,35.169082125603865,22.85714285714286,87.58509803921568,12.623376623376622,58.309347587719294,12.444444444444443,28.57142857142857,26.0,21.666666666666668,12.599999999999998
2016-05-05,29.333333333333332,26.84023668639053,30.144927536231883,17.888198757763977,98.7878431372549,11.781818181818181,56.81423611111111,11.666666666666664,20.57142857142857,24.0,18.333333333333336,21.599999999999998
2016-05-06,27.866666666666664,26.84023668639053,28.135265700483092,19.87577639751553,81.47450980392156,11.781818181818181,56.81423611111111,12.444444444444443,24.0,20.0,21.666666666666668,25.199999999999996
2016-05-07,11.733333333333333,14.911242603550294,8.03864734299517,11.925465838509318,64.16117647058823,7.574025974025973,50.83379020467836,6.222222222222221,6.857142857142857,8.0,6.666666666666667,7.199999999999999
2016-05-08,5.866666666666666,11.928994082840235,5.024154589371981,5.962732919254659,64.16117647058823,5.049350649350649,53.82401315789473,5.444444444444444,8.0,10.0,5.0,3.5999999999999996
2016-05-09,32.266666666666666,28.33136094674556,27.130434782608695,16.8944099378882,78.4192156862745,11.781818181818181,59.05690332602339,9.333333333333332,25.142857142857142,22.0,20.0,18.0
2016-05-10,58.666666666666664,43.242603550295854,31.14975845410628,17.888198757763977,87.58509803921568,13.464935064935064,56.066680372807014,12.444444444444443,26.285714285714285,26.0,25.0,21.599999999999998
2016-05-11,64.53333333333333,53.68047337278106,27.130434782608695,18.881987577639755,89.62196078431371,13.464935064935064,62.794682017543856,13.222222222222221,22.857142857142854,28.0,23.333333333333336,16.2
2016-05-12,52.8,40.260355029585796,37.17874396135266,24.84472049689441,99.80627450980391,12.623376623376622,57.5617918494152,11.666666666666664,21.71428571428571,32.0,25.0,23.4
2016-05-13,45.46666666666666,37.27810650887574,35.169082125603865,22.85714285714286,81.47450980392156,11.781818181818181,60.552014802631575,10.888888888888888,26.285714285714285,26.0,21.666666666666668,23.4
